Patient	Stat	window	sput.val	cult.val
Patient 5	td	910000	-1.872712764	-1.817439024
Patient 5	pi	920000	1.9734e-05	5.273e-06
Patient 5	theta	920000	5.997e-05	1.7566e-05
Patient 5	td	920000	-1.867700436	-1.799423291
Patient 5	pi	930000	2.0635e-05	4.596e-06
Patient 5	theta	930000	6.2306e-05	1.5147e-05
Patient 5	td	930000	-1.860917142	-1.760220659
Patient 5	pi	940000	1.5443e-05	2.788e-06
Patient 5	theta	940000	5.4181e-05	9.865e-06
Patient 5	td	940000	-1.988625945	-1.599129347
Patient 5	pi	950000	1.5074e-05	3.023e-06
Patient 5	theta	950000	5.2893e-05	1.0699e-05
Patient 5	td	950000	-1.989478974	-1.658176819
Patient 5	pi	960000	1.4406e-05	4.862e-06
Patient 5	theta	960000	5.0529e-05	1.7206e-05
Patient 5	td	960000	-1.9864794	-1.849805643
Patient 5	pi	970000	1.4549e-05	5.595e-06
Patient 5	theta	970000	5.0429e-05	1.98e-05
Patient 5	td	970000	-1.97659078	-1.905900419
Patient 5	pi	980000	1.4648e-05	6.342e-06
Patient 5	theta	980000	5.077e-05	2.2443e-05
Patient 5	td	980000	-1.976425709	-1.930108212
Patient 5	pi	990000	1.4049e-05	5.194e-06
Patient 5	theta	990000	4.8666e-05	1.8378e-05
Patient 5	td	990000	-1.972844511	-1.859338208
Patient 5	pi	1000000	1.3545e-05	6.019e-06
Patient 5	theta	1000000	4.6885e-05	2.1299e-05
Patient 5	td	1000000	-1.969872394	-1.913468974
Patient 5	pi	1010000	1.3459e-05	6.01e-06
Patient 5	theta	1010000	4.6605e-05	2.1266e-05
Patient 5	td	1010000	-1.973973281	-1.913468974
Patient 5	pi	1020000	1.7164e-05	8.302e-06
Patient 5	theta	1020000	5.975e-05	2.9373e-05
Patient 5	td	1020000	-1.986625779	-1.974989141
Patient 5	pi	1030000	1.6714e-05	9.233e-06
Patient 5	theta	1030000	5.8571e-05	3.2669e-05
Patient 5	td	1030000	-1.987700693	-1.986009591
Patient 5	pi	1040000	1.7988e-05	1.0076e-05
Patient 5	theta	1040000	6.2859e-05	3.565e-05
Patient 5	td	1040000	-1.985522734	-1.990321923
Patient 5	pi	1050000	1.8717e-05	9.767e-06
Patient 5	theta	1050000	6.5374e-05	3.4559e-05
Patient 5	td	1050000	-1.984226922	-1.985255854
Patient 5	pi	1060000	1.8084e-05	8.146e-06
Patient 5	theta	1060000	6.3156e-05	2.8823e-05
Patient 5	td	1060000	-1.984643975	-1.973607292
Patient 5	pi	1070000	1.7407e-05	7.858e-06
Patient 5	theta	1070000	6.1369e-05	2.7802e-05
Patient 5	td	1070000	-1.989305914	-1.969680181
Patient 5	pi	1080000	1.8026e-05	7.134e-06
Patient 5	theta	1080000	6.356e-05	2.5228e-05
Patient 5	td	1080000	-1.994887174	-1.965273369
Patient 5	pi	1090000	3.0248e-05	7.892e-06
Patient 5	theta	1090000	0.000106718	2.7158e-05
Patient 5	td	1090000	-2.012487256	-1.951579321
Patient 5	pi	1100000	3.0019e-05	7.094e-06
Patient 5	theta	1100000	0.0001059	2.4333e-05
Patient 5	td	1100000	-2.011834941	-1.936639479
Patient 5	pi	1110000	2.9228e-05	8.544e-06
Patient 5	theta	1110000	0.000103107	2.9456e-05
Patient 5	td	1110000	-2.011211206	-1.956837985
Patient 5	pi	1120000	2.5333e-05	6.599e-06
Patient 5	theta	1120000	8.9312e-05	2.2536e-05
Patient 5	td	1120000	-2.007114645	-1.897605932
Patient 5	pi	1130000	2.4821e-05	6.195e-06
Patient 5	theta	1130000	8.7507e-05	2.1096e-05
Patient 5	td	1130000	-2.007134746	-1.842572009
Patient 5	pi	1140000	2.3027e-05	6.17e-06
Patient 5	theta	1140000	8.1395e-05	2.0998e-05
Patient 5	td	1140000	-2.007679568	-1.84090035
Patient 5	pi	1150000	2.32e-05	8.358e-06
Patient 5	theta	1150000	8.2012e-05	2.8778e-05
Patient 5	td	1150000	-2.009887891	-1.930380609
Patient 5	pi	1160000	2.4925e-05	8.335e-06
Patient 5	theta	1160000	8.8113e-05	2.8688e-05
Patient 5	td	1160000	-2.010869212	-1.929479791
Patient 5	pi	1170000	2.5455e-05	8.088e-06
Patient 5	theta	1170000	8.9984e-05	2.7758e-05
Patient 5	td	1170000	-2.01020475	-1.913450586
Patient 5	pi	1180000	2.4932e-05	7.49e-06
Patient 5	theta	1180000	8.8136e-05	2.567e-05
Patient 5	td	1180000	-2.010764797	-1.89322445
Patient 5	pi	1190000	1.2136e-05	6.349e-06
Patient 5	theta	1190000	4.2944e-05	2.2467e-05
Patient 5	td	1190000	-1.980986108	-1.874229152
Patient 5	pi	1200000	1.1839e-05	7.521e-06
Patient 5	theta	1200000	4.1895e-05	2.6612e-05
Patient 5	td	1200000	-1.979842255	-1.939798992
Patient 5	pi	1210000	1.28e-05	6.346e-06
Patient 5	theta	1210000	4.5296e-05	2.2456e-05
Patient 5	td	1210000	-1.983347534	-1.922539657
Patient 5	pi	1220000	1.3901e-05	6.431e-06
Patient 5	theta	1220000	4.9192e-05	2.2758e-05
Patient 5	td	1220000	-1.989015041	-1.9384838
Patient 5	pi	1230000	2.0153e-05	6.325e-06
Patient 5	theta	1230000	7.0647e-05	2.2384e-05
Patient 5	td	1230000	-1.997836354	-1.937980362
Patient 5	pi	1240000	1.98e-05	5.484e-06
Patient 5	theta	1240000	6.9415e-05	1.9406e-05
Patient 5	td	1240000	-1.998014265	-1.915120253
Patient 5	pi	1250000	2.5355e-05	5.199e-06
Patient 5	theta	1250000	8.2756e-05	1.7913e-05
Patient 5	td	1250000	-1.941122451	-1.864169239
Patient 5	pi	1260000	2.3682e-05	5.03e-06
Patient 5	theta	1260000	7.69e-05	1.7312e-05
Patient 5	td	1260000	-1.935505374	-1.851844398
Patient 5	pi	1270000	2.327e-05	4.923e-06
Patient 5	theta	1270000	7.5562e-05	1.6963e-05
Patient 5	td	1270000	-1.935505374	-1.8562841
Patient 5	pi	1280000	2.104e-05	5.093e-06
Patient 5	theta	1280000	6.7847e-05	1.7563e-05
Patient 5	td	1280000	-1.927524629	-1.861584953
Patient 5	pi	1290000	2.2106e-05	5.911e-06
Patient 5	theta	1290000	7.1405e-05	2.0452e-05
Patient 5	td	1290000	-1.93073991	-1.881587126
Patient 5	pi	1300000	2.3713e-05	5.345e-06
Patient 5	theta	1300000	7.6637e-05	1.8433e-05
Patient 5	td	1300000	-1.93111469	-1.862919066
Patient 5	pi	1310000	2.3704e-05	5.313e-06
Patient 5	theta	1310000	7.6732e-05	1.8325e-05
Patient 5	td	1310000	-1.933678146	-1.865462184
Patient 5	pi	1320000	3.1415e-05	5.311e-06
Patient 5	theta	1320000	0.00010396	1.8328e-05
Patient 5	td	1320000	-1.958760284	-1.870136274
Patient 5	pi	1330000	2.3748e-05	4.71e-06
Patient 5	theta	1330000	7.7586e-05	1.6212e-05
Patient 5	td	1330000	-1.941142943	-1.836966972
Patient 5	pi	1340000	2.3494e-05	4.938e-06
Patient 5	theta	1340000	7.657e-05	1.7014e-05
Patient 5	td	1340000	-1.937057032	-1.846203191
Patient 5	pi	1350000	2.1983e-05	2.739e-06
Patient 5	theta	1350000	7.7793e-05	9.692e-06
Patient 5	td	1350000	-2.008529551	-1.615033482
Patient 5	pi	1360000	2.1659e-05	2.704e-06
Patient 5	theta	1360000	7.6646e-05	9.57e-06
Patient 5	td	1360000	-2.008063898	-1.615033482
Patient 5	pi	1370000	4.7258e-05	1.8094e-05
Patient 5	theta	1370000	9.3922e-05	2.0091e-05
Patient 5	td	1370000	-1.393241602	-0.198646271
Patient 5	pi	1380000	5.0022e-05	1.8443e-05
Patient 5	theta	1380000	0.000100485	2.092e-05
Patient 5	td	1380000	-1.407535722	-0.270273796
Patient 5	pi	1390000	4.6688e-05	1.7834e-05
Patient 5	theta	1390000	9.2383e-05	1.9366e-05
Patient 5	td	1390000	-1.384065007	-0.159671665
Patient 5	pi	1400000	4.4166e-05	1.8064e-05
Patient 5	theta	1400000	8.8158e-05	2.0725e-05
Patient 5	td	1400000	-1.392816875	-0.321011471
Patient 5	pi	1410000	4.336e-05	1.7697e-05
Patient 5	theta	1410000	8.5223e-05	1.968e-05
Patient 5	td	1410000	-1.370849775	-0.239999535
Patient 5	pi	1420000	3.4203e-05	1.7831e-05
Patient 5	theta	1420000	5.5075e-05	1.9615e-05
Patient 5	td	1420000	-1.035160799	-0.205562562
Patient 5	pi	1430000	0.000143756	2.0023e-05
Patient 5	theta	1430000	0.000216859	2.6413e-05
Patient 5	td	1430000	-0.945227468	-0.623582377
Patient 5	pi	1440000	0.000301245	0.00011652
Patient 5	theta	1440000	0.00033894	9.8557e-05
Patient 5	td	1440000	-0.310329978	0.541291855
Patient 5	pi	1450000	0.000313186	0.000116502
Patient 5	theta	1450000	0.000351528	9.9513e-05
Patient 5	td	1450000	-0.305812341	0.507317903
Patient 5	pi	1460000	0.000313473	0.000117611
Patient 5	theta	1460000	0.000353013	0.000102643
Patient 5	td	1460000	-0.314144835	0.442236055
Patient 5	pi	1470000	0.000288097	0.000102661
Patient 5	theta	1470000	0.000336862	9.4427e-05
Patient 5	td	1470000	-0.406232346	0.278264337
Patient 5	pi	1480000	0.000272206	0.000102337
Patient 5	theta	1480000	0.00031828	9.5534e-05
Patient 5	td	1480000	-0.406353739	0.234599864
Patient 5	pi	1490000	0.000276001	0.000104017
Patient 5	theta	1490000	0.000323258	9.7811e-05
Patient 5	td	1490000	-0.410507004	0.212350607
Patient 5	pi	1500000	0.00027764	0.000104231
Patient 5	theta	1500000	0.000323817	9.6509e-05
Patient 5	td	1500000	-0.400464934	0.255663631
Patient 5	pi	1510000	0.000289788	0.000104857
Patient 5	theta	1510000	0.000337415	9.8761e-05
Patient 5	td	1510000	-0.396824123	0.203990635
Patient 5	pi	1520000	0.000301202	0.000105493
Patient 5	theta	1520000	0.000356583	9.8161e-05
Patient 5	td	1520000	-0.436367679	0.241917833
Patient 5	pi	1530000	0.000192268	0.000105037
Patient 5	theta	1530000	0.000196482	9.5558e-05
Patient 5	td	1530000	-0.056322225	0.305624719
Patient 5	pi	1540000	2.842e-05	6.83e-06
Patient 5	theta	1540000	6.9449e-05	2.4167e-05
Patient 5	td	1540000	-1.647149335	-1.950558024
Patient 5	pi	1550000	1.112e-05	7.577e-06
Patient 5	theta	1550000	3.9138e-05	2.6813e-05
Patient 5	td	1550000	-1.965945195	-1.960614037
Patient 5	pi	1560000	1.0644e-05	8.518e-06
Patient 5	theta	1560000	3.7454e-05	3.0142e-05
Patient 5	td	1560000	-1.957096132	-1.968174109
Patient 5	pi	1570000	1.0771e-05	8.409e-06
Patient 5	theta	1570000	3.7902e-05	2.9755e-05
Patient 5	td	1570000	-1.955637427	-1.962113671
Patient 5	pi	1580000	1.125e-05	7.748e-06
Patient 5	theta	1580000	3.9583e-05	2.7418e-05
Patient 5	td	1580000	-1.958116758	-1.942767004
Patient 5	pi	1590000	1.2638e-05	8.044e-06
Patient 5	theta	1590000	4.4467e-05	2.8464e-05
Patient 5	td	1590000	-1.958480747	-1.941548401
Patient 5	pi	1600000	1.2719e-05	7.957e-06
Patient 5	theta	1600000	4.4747e-05	2.8157e-05
Patient 5	td	1600000	-1.957486591	-1.938508207
Patient 5	pi	1610000	1.3575e-05	7.358e-06
Patient 5	theta	1610000	4.7786e-05	2.6036e-05
Patient 5	td	1610000	-1.965919993	-1.926779056
Patient 5	pi	1620000	9.253e-06	7.933e-06
Patient 5	theta	1620000	3.2497e-05	2.8074e-05
Patient 5	td	1620000	-1.895766515	-1.951340183
Patient 5	pi	1630000	7.512e-06	7.555e-06
Patient 5	theta	1630000	2.6574e-05	2.6735e-05
Patient 5	td	1630000	-1.805405241	-1.943840799
Patient 5	pi	1640000	8.536e-06	7.269e-06
Patient 5	theta	1640000	3.0197e-05	2.5723e-05
Patient 5	td	1640000	-1.899760819	-1.940921803
Patient 5	pi	1650000	9.461e-06	6.779e-06
Patient 5	theta	1650000	3.3474e-05	2.3989e-05
Patient 5	td	1650000	-1.936768026	-1.934143658
Patient 5	pi	1660000	1.0746e-05	4.982e-06
Patient 5	theta	1660000	3.8021e-05	1.763e-05
Patient 5	td	1660000	-1.965096658	-1.861937264
Patient 5	pi	1670000	1.1303e-05	4.14e-06
Patient 5	theta	1670000	3.9991e-05	1.465e-05
Patient 5	td	1670000	-1.974183384	-1.764264489
Patient 5	pi	1680000	1.1211e-05	3.98e-06
Patient 5	theta	1680000	3.9668e-05	1.4085e-05
Patient 5	td	1680000	-1.972540302	-1.803168099
Patient 5	pi	1690000	1.0663e-05	4.654e-06
Patient 5	theta	1690000	3.7733e-05	1.6469e-05
Patient 5	td	1690000	-1.980910627	-1.880503354
Patient 5	pi	1700000	1.1956e-05	4.376e-06
Patient 5	theta	1700000	4.2304e-05	1.5484e-05
Patient 5	td	1700000	-1.99020199	-1.868436443
Patient 5	pi	1710000	1.0962e-05	4.919e-06
Patient 5	theta	1710000	3.8787e-05	1.7407e-05
Patient 5	td	1710000	-1.985028981	-1.890415536
Patient 5	pi	1720000	1.2587e-05	4.648e-06
Patient 5	theta	1720000	4.4536e-05	1.6448e-05
Patient 5	td	1720000	-1.99418663	-1.893587999
Patient 5	pi	1730000	1.2708e-05	5.039e-06
Patient 5	theta	1730000	4.4965e-05	1.7834e-05
Patient 5	td	1730000	-1.994046062	-1.905090275
Patient 5	pi	1740000	1.2794e-05	4.818e-06
Patient 5	theta	1740000	4.5266e-05	1.705e-05
Patient 5	td	1740000	-1.989103071	-1.854094016
Patient 5	pi	1750000	1.1948e-05	6.622e-06
Patient 5	theta	1750000	4.2274e-05	1.9146e-05
Patient 5	td	1750000	-1.974884595	-1.732596005
Patient 5	pi	1760000	1.0773e-05	6.9e-06
Patient 5	theta	1760000	3.8114e-05	2.014e-05
Patient 5	td	1760000	-1.961920898	-1.750069195
Patient 5	pi	1770000	9.047e-06	6.928e-06
Patient 5	theta	1770000	3.2006e-05	2.0219e-05
Patient 5	td	1770000	-1.934243542	-1.750069195
Patient 5	pi	1780000	1.231e-05	6.924e-06
Patient 5	theta	1780000	4.3553e-05	2.0207e-05
Patient 5	td	1780000	-1.976257092	-1.744465291
Patient 5	pi	1790000	1.7389e-05	6.098e-06
Patient 5	theta	1790000	6.0821e-05	1.7253e-05
Patient 5	td	1790000	-1.988298106	-1.673125203
Patient 5	pi	1800000	1.6769e-05	6.678e-06
Patient 5	theta	1800000	5.8633e-05	1.9309e-05
Patient 5	td	1800000	-1.986646944	-1.713185223
Patient 5	pi	1810000	1.6667e-05	7.284e-06
Patient 5	theta	1810000	5.8258e-05	2.1498e-05
Patient 5	td	1810000	-1.984410815	-1.741379933
Patient 5	pi	1820000	1.9098e-05	7.237e-06
Patient 5	theta	1820000	6.6755e-05	2.1124e-05
Patient 5	td	1820000	-1.983875893	-1.711449166
Patient 5	pi	1830000	NA	7.238e-06
Patient 5	theta	1830000	NA	2.1126e-05
Patient 5	td	1830000	NA	-1.642332868
Patient 5	pi	1840000	1.8987e-05	7.103e-06
Patient 5	theta	1840000	6.6442e-05	2.1124e-05
Patient 5	td	1840000	-1.991084286	-1.736884276
Patient 5	pi	1850000	1.866e-05	6.066e-06
Patient 5	theta	1850000	6.5303e-05	2.1465e-05
Patient 5	td	1850000	-1.990914159	-1.905718483
Patient 5	pi	1860000	2.0257e-05	7.62e-06
Patient 5	theta	1860000	7.0972e-05	2.6964e-05
Patient 5	td	1860000	-1.996700977	-1.96226335
Patient 5	pi	1870000	2.0401e-05	8.109e-06
Patient 5	theta	1870000	7.1463e-05	2.8694e-05
Patient 5	td	1870000	-1.995910618	-1.968748438
Patient 5	pi	1880000	1.7822e-05	8.375e-06
Patient 5	theta	1880000	6.2331e-05	2.9638e-05
Patient 5	td	1880000	-1.988559919	-1.971522591
Patient 5	pi	1890000	1.2389e-05	7.977e-06
Patient 5	theta	1890000	4.3831e-05	2.8228e-05
Patient 5	td	1890000	-1.972843939	-1.965107915
Patient 5	pi	1900000	1.1976e-05	8.98e-06
Patient 5	theta	1900000	4.2378e-05	3.1778e-05
Patient 5	td	1900000	-1.963709891	-1.978348421
Patient 5	pi	1910000	1.4178e-05	8.158e-06
Patient 5	theta	1910000	5.0171e-05	2.887e-05
Patient 5	td	1910000	-1.979371395	-1.97150137
Patient 5	pi	1920000	1.3075e-05	8.632e-06
Patient 5	theta	1920000	4.6268e-05	3.0545e-05
Patient 5	td	1920000	-1.982534553	-1.981978401
Patient 5	pi	1930000	1.2327e-05	8.246e-06
Patient 5	theta	1930000	4.3624e-05	2.9181e-05
Patient 5	td	1930000	-1.982534553	-1.979159914
Patient 5	pi	1940000	1.188e-05	8.857e-06
Patient 5	theta	1940000	4.2041e-05	3.1342e-05
Patient 5	td	1940000	-1.972998999	-1.978662194
Patient 5	pi	1950000	1.2821e-05	8.348e-06
Patient 5	theta	1950000	4.537e-05	2.9542e-05
Patient 5	td	1950000	-1.971650413	-1.960783611
Patient 5	pi	1960000	1.2443e-05	6.998e-06
Patient 5	theta	1960000	4.4031e-05	2.4765e-05
Patient 5	td	1960000	-1.964198855	-1.929283595
Patient 5	pi	1970000	1.2931e-05	7.951e-06
Patient 5	theta	1970000	4.5758e-05	2.8134e-05
Patient 5	td	1970000	-1.971635018	-1.940132592
Patient 5	pi	1980000	1.3048e-05	8.207e-06
Patient 5	theta	1980000	4.6173e-05	2.904e-05
Patient 5	td	1980000	-1.970156579	-1.94621057
Patient 5	pi	1990000	1.2246e-05	1.0219e-05
Patient 5	theta	1990000	4.3336e-05	3.6163e-05
Patient 5	td	1990000	-1.963128372	-1.976624127
Patient 5	pi	2000000	1.1849e-05	9.351e-06
Patient 5	theta	2000000	4.1928e-05	3.3089e-05
Patient 5	td	2000000	-1.951315879	-1.948339155
Patient 5	pi	2010000	1.1479e-05	1.0939e-05
Patient 5	theta	2010000	4.0619e-05	3.871e-05
Patient 5	td	2010000	-1.91269258	-1.967891124
Patient 5	pi	2020000	9.529e-06	1.0275e-05
Patient 5	theta	2020000	3.3718e-05	3.6358e-05
Patient 5	td	2020000	-1.871033153	-1.960075193
Patient 5	pi	2030000	1.2343e-05	1.0154e-05
Patient 5	theta	2030000	4.3676e-05	3.5932e-05
Patient 5	td	2030000	-1.93912678	-1.961796668
Patient 5	pi	2040000	1.1175e-05	1.0494e-05
Patient 5	theta	2040000	3.9545e-05	3.7136e-05
Patient 5	td	2040000	-1.946789978	-1.971742045
Patient 5	pi	2050000	1.4145e-05	1.0698e-05
Patient 5	theta	2050000	5.0055e-05	3.7856e-05
Patient 5	td	2050000	-1.981706035	-1.982876674
Patient 5	pi	2060000	1.3442e-05	1.111e-05
Patient 5	theta	2060000	4.7566e-05	3.9314e-05
Patient 5	td	2060000	-1.978350726	-1.983532491
Patient 5	pi	2070000	1.4279e-05	1.0212e-05
Patient 5	theta	2070000	5.0527e-05	3.6137e-05
Patient 5	td	2070000	-1.985329637	-1.981426453
Patient 5	pi	2080000	1.578e-05	1.0254e-05
Patient 5	theta	2080000	5.5839e-05	3.6287e-05
Patient 5	td	2080000	-1.992981566	-1.984713255
Patient 5	pi	2090000	1.4993e-05	8.895e-06
Patient 5	theta	2090000	5.3056e-05	3.1476e-05
Patient 5	td	2090000	-1.992357058	-1.97444887
Patient 5	pi	2100000	1.4807e-05	8.793e-06
Patient 5	theta	2100000	5.2397e-05	3.1116e-05
Patient 5	td	2100000	-1.995623553	-1.981236349
Patient 5	pi	2110000	1.3189e-05	7.694e-06
Patient 5	theta	2110000	4.6673e-05	2.7225e-05
Patient 5	td	2110000	-1.993550396	-1.971342357
Patient 5	pi	2120000	1.3699e-05	7.87e-06
Patient 5	theta	2120000	4.8476e-05	2.7848e-05
Patient 5	td	2120000	-1.992298169	-1.961367414
Patient 5	pi	2130000	1.2737e-05	7.075e-06
Patient 5	theta	2130000	4.5072e-05	2.5035e-05
Patient 5	td	2130000	-1.987963586	-1.942780287
Patient 5	pi	2140000	1.4201e-05	6.001e-06
Patient 5	theta	2140000	5.0251e-05	2.1236e-05
Patient 5	td	2140000	-1.994631767	-1.877820237
Patient 5	pi	2150000	1.0939e-05	5.353e-06
Patient 5	theta	2150000	3.8708e-05	1.8943e-05
Patient 5	td	2150000	-1.972500465	-1.849719653
Patient 5	pi	2160000	1.1212e-05	4.784e-06
Patient 5	theta	2160000	3.9675e-05	1.693e-05
Patient 5	td	2160000	-1.975224777	-1.829639399
Patient 5	pi	2170000	1.1671e-05	4.252e-06
Patient 5	theta	2170000	4.0534e-05	1.5046e-05
Patient 5	td	2170000	-1.954657177	-1.759371473
Patient 5	pi	2180000	9.448e-06	4.142e-06
Patient 5	theta	2180000	3.266e-05	1.4657e-05
Patient 5	td	2180000	-1.92211019	-1.735052156
Patient 5	pi	2190000	1.0792e-05	4.049e-06
Patient 5	theta	2190000	3.7411e-05	1.4328e-05
Patient 5	td	2190000	-1.951841825	-1.783544268
Patient 5	pi	2200000	1.0811e-05	4.711e-06
Patient 5	theta	2200000	3.7466e-05	1.6671e-05
Patient 5	td	2200000	-1.956833777	-1.830058652
Patient 5	pi	2210000	1.2416e-05	5.074e-06
Patient 5	theta	2210000	4.3144e-05	1.7953e-05
Patient 5	td	2210000	-1.967187593	-1.860913368
Patient 5	pi	2220000	5.5272e-05	4.7189e-05
Patient 5	theta	2220000	6.7778e-05	4.5822e-05
Patient 5	td	2220000	-0.500093507	0.134238478
Patient 5	pi	2230000	5.4783e-05	4.699e-05
Patient 5	theta	2230000	6.4796e-05	4.5857e-05
Patient 5	td	2230000	-0.404515589	0.121771763
Patient 5	pi	2240000	5.1879e-05	4.6381e-05
Patient 5	theta	2240000	5.7134e-05	4.4358e-05
Patient 5	td	2240000	-0.240816261	0.1781628
Patient 5	pi	2250000	5.4291e-05	4.9519e-05
Patient 5	theta	2250000	5.8928e-05	5.4048e-05
Patient 5	td	2250000	-0.198945368	-0.201017366
Patient 5	pi	2260000	5.6952e-05	5.1905e-05
Patient 5	theta	2260000	5.8709e-05	5.7108e-05
Patient 5	td	2260000	-0.066793535	-0.220183962
Patient 5	pi	2270000	5.7828e-05	5.3112e-05
Patient 5	theta	2270000	6.2089e-05	6.0498e-05
Patient 5	td	2270000	-0.183099268	-0.312916896
Patient 5	pi	2280000	6.2262e-05	5.2881e-05
Patient 5	theta	2280000	7.0151e-05	6.0459e-05
Patient 5	td	2280000	-0.308446535	-0.31967215
Patient 5	pi	2290000	6.5012e-05	5.4396e-05
Patient 5	theta	2290000	7.4919e-05	6.4893e-05
Patient 5	td	2290000	-0.361569877	-0.42921618
Patient 5	pi	2300000	6.6602e-05	5.6602e-05
Patient 5	theta	2300000	7.5731e-05	6.956e-05
Patient 5	td	2300000	-0.321335488	-0.48198812
Patient 5	pi	2310000	7.0623e-05	5.9955e-05
Patient 5	theta	2310000	7.6209e-05	7.577e-05
Patient 5	td	2310000	-0.167331262	-0.561113099
Patient 5	pi	2320000	1.5189e-05	1.2664e-05
Patient 5	theta	2320000	5.1317e-05	4.4814e-05
Patient 5	td	2320000	-1.930910834	-1.996891759
Patient 5	pi	2330000	NA	1.2792e-05
Patient 5	theta	2330000	NA	4.5268e-05
Patient 5	td	2330000	NA	-1.997470868
Patient 5	pi	2340000	NA	1.377e-05
Patient 5	theta	2340000	NA	4.8728e-05
Patient 5	td	2340000	NA	-2.000000635
Patient 5	pi	2350000	NA	1.0593e-05
Patient 5	theta	2350000	NA	3.7486e-05
Patient 5	td	2350000	NA	-1.983874047
Patient 5	pi	2360000	2.0444e-05	1.0151e-05
Patient 5	theta	2360000	6.9298e-05	3.5761e-05
Patient 5	td	2360000	-1.960684502	-1.981325031
Patient 5	pi	2370000	1.8169e-05	1.2321e-05
Patient 5	theta	2370000	6.1166e-05	4.3439e-05
Patient 5	td	2370000	-1.947206346	-1.995638357
Patient 5	pi	2380000	1.5641e-05	1.2152e-05
Patient 5	theta	2380000	5.219e-05	4.2838e-05
Patient 5	td	2380000	-1.927506403	-1.992291099
Patient 5	pi	2390000	1.4342e-05	1.0649e-05
Patient 5	theta	2390000	4.7602e-05	3.7517e-05
Patient 5	td	2390000	-1.917268965	-1.983155419
Patient 5	pi	2400000	1.9165e-05	9.192e-06
Patient 5	theta	2400000	5.2848e-05	3.2364e-05
Patient 5	td	2400000	-1.760751577	-1.976144077
Patient 5	pi	2410000	1.8616e-05	7.2e-06
Patient 5	theta	2410000	5.11e-05	2.532e-05
Patient 5	td	2410000	-1.755502682	-1.951670915
Patient 5	pi	2420000	1.5098e-05	7.183e-06
Patient 5	theta	2420000	4.1508e-05	2.5264e-05
Patient 5	td	2420000	-1.74481651	-1.954700284
Patient 5	pi	2430000	1.5657e-05	7.01e-06
Patient 5	theta	2430000	4.3045e-05	2.4652e-05
Patient 5	td	2430000	-1.743799557	-1.951835986
Patient 5	pi	2440000	1.7239e-05	7.675e-06
Patient 5	theta	2440000	4.9502e-05	2.7009e-05
Patient 5	td	2440000	-1.799437051	-1.966019365
Patient 5	pi	2450000	1.7268e-05	8.265e-06
Patient 5	theta	2450000	4.949e-05	2.9097e-05
Patient 5	td	2450000	-1.797813169	-1.972697672
Patient 5	pi	2460000	1.784e-05	7.498e-06
Patient 5	theta	2460000	5.1227e-05	2.6532e-05
Patient 5	td	2460000	-1.801173172	-1.965221829
Patient 5	pi	2470000	1.8217e-05	5.429e-06
Patient 5	theta	2470000	5.3144e-05	1.9213e-05
Patient 5	td	2470000	-1.823086498	-1.915865688
Patient 5	pi	2480000	1.8525e-05	5.57e-06
Patient 5	theta	2480000	5.4549e-05	1.971e-05
Patient 5	td	2480000	-1.835384353	-1.927174744
Patient 5	pi	2490000	1.821e-05	5.801e-06
Patient 5	theta	2490000	5.3211e-05	2.0528e-05
Patient 5	td	2490000	-1.824069719	-1.937149686
